test_labels,pred_labels,accuracy,loss_hist
1,1,0.8155,16.51310119434465
0,0,0.8155,1.8129482580403122
9,9,0.8155,1.49269902801328
1,1,0.8155,1.3475243561289802
6,6,0.8155,1.2309760202586202
6,6,0.8155,1.1526205938354457
6,0,0.8155,1.104164505020958
6,0,0.8155,1.0466440126802838
8,8,0.8155,1.0047093714228579
0,0,0.8155,0.9626138245973253
0,2,0.8155,0.94245624943286
6,4,0.8155,0.9136721890141362
9,9,0.8155,0.8908307074138614
9,9,0.8155,0.8656576972822826
8,8,0.8155,0.8496448583233145
0,0,0.8155,0.8217981687047595
9,9,0.8155,0.8199070704531298
6,0,0.8155,0.7937395124310797
2,2,0.8155,0.7797660976873869
3,3,0.8155,0.7698671716817364
3,3,0.8155,0.7499434567348383
3,3,0.8155,0.7414688570581185
6,4,0.8155,0.7413020924925959
7,7,0.8155,0.7217867271354562
6,0,0.8155,0.7107645402941859
1,1,0.8155,0.7041054274538767
3,3,0.8155,0.6979261032219483
2,2,0.8155,0.6913497853591022
9,9,0.8155,0.6779820311023536
2,4,0.8155,0.6878480305142206
6,2,0.8155,0.6629194225344024
1,1,0.8155,0.68651607651153
6,6,0.8155,0.6553441376211651
3,3,0.8155,0.6558036186631653
2,2,0.8155,0.6479448465735667
5,5,0.8155,0.6406876974173883
3,3,0.8155,0.6334419156980655
0,0,0.8155,0.6305900402730619
4,4,0.8155,0.6162788686710401
3,2,0.8155,0.6123448366423633
2,2,0.8155,0.604298235749098
1,1,0.8155,0.6045301102150652
6,2,0.8155,0.6099766100154635
3,3,0.8155,0.5922340952658365
8,8,0.8155,0.5940008692279437
7,7,0.8155,0.5895428501897643
3,3,0.8155,0.578369417908104
1,1,0.8155,0.5721898037104792
4,8,0.8155,0.5678090795539088
9,9,0.8155,0.5723984735966349
6,4,0.8155,0.5678106074906808
5,5,0.8155,0.5632655975276198
9,9,0.8155,0.5582789347963678
0,0,0.8155,0.5655136972217994
0,6,0.8155,0.5505044302170813
0,0,0.8155,0.555426788761014
7,7,0.8155,0.5442028533733924
8,8,0.8155,0.5514518601633583
7,7,0.8155,0.5379386432223536
5,5,0.8155,0.5591946036819522
5,7,0.8155,0.5337831073225796
2,2,0.8155,0.5466537759147544
4,4,0.8155,0.5330913060904899
7,7,0.8155,0.5225989965591351
1,1,0.8155,0.5207524006058358
7,7,0.8155,0.5208950189839555
0,0,0.8155,0.514815649984009
6,0,0.8155,0.5112482719210801
6,6,0.8155,0.5163418497879907
8,8,0.8155,0.5112255960276588
5,5,0.8155,0.5070785491816432
0,0,0.8155,0.508732234441173
3,3,0.8155,0.5047330687386119
