test_labels,pred_labels,accuracy,loss_hist
1,1,0.815,21.92163740436599
0,0,0.815,1.9662153367462325
9,9,0.815,1.5539391050244702
1,1,0.815,1.3429207970307757
6,6,0.815,1.2296701700910746
6,6,0.815,1.1588391114587842
6,6,0.815,1.0793011142006212
6,6,0.815,1.034524887146372
8,8,0.815,0.9931124119650884
0,0,0.815,0.9690401272395281
0,4,0.815,0.9349807564684812
6,6,0.815,0.9117811917575224
9,9,0.815,0.8816429892255647
9,9,0.815,0.8582049292593353
8,8,0.815,0.8426511666331942
0,6,0.815,0.820430683615436
9,9,0.815,0.8048413321465349
6,0,0.815,0.7948388382174747
2,2,0.815,0.7795494005355126
3,3,0.815,0.786203624280091
3,3,0.815,0.7556349861257883
3,3,0.815,0.760744162882424
6,6,0.815,0.7321416359930227
7,7,0.815,0.7164775810620508
6,6,0.815,0.7085626646996717
1,1,0.815,0.7024648536383156
3,3,0.815,0.7025014873556142
2,2,0.815,0.6923697052677548
9,9,0.815,0.6802978105024452
2,6,0.815,0.6834486194359412
6,6,0.815,0.6783973419391601
1,1,0.815,0.6600580634886011
6,6,0.815,0.6499836191135538
3,3,0.815,0.6422152115094579
2,2,0.815,0.6396396292591173
5,5,0.815,0.6402064907528411
3,3,0.815,0.6250549634231243
0,0,0.815,0.6480367346587966
4,4,0.815,0.6197327104327378
3,2,0.815,0.6092814178127505
2,2,0.815,0.6025476785699412
1,1,0.815,0.5962190711599804
6,2,0.815,0.5943414370357424
3,3,0.815,0.5919630179261001
8,8,0.815,0.5966333908541648
7,7,0.815,0.5866401026770883
3,3,0.815,0.5894556057340204
1,1,0.815,0.5774663693933374
4,4,0.815,0.5779946455001592
9,9,0.815,0.5785005284260963
6,6,0.815,0.5671822025123034
5,5,0.815,0.5752592636999148
9,9,0.815,0.5614189688640058
0,0,0.815,0.5569994999727457
0,6,0.815,0.5491851867382102
0,0,0.815,0.5469465317902767
7,7,0.815,0.544035209814853
8,8,0.815,0.5409693256882155
7,7,0.815,0.5446389026530799
5,5,0.815,0.5370217684091522
5,7,0.815,0.5316155563070466
2,2,0.815,0.5358828596460399
4,4,0.815,0.5307137616590791
7,7,0.815,0.5265489113222193
1,1,0.815,0.5246245155577863
7,7,0.815,0.5263068362203482
0,0,0.815,0.5279130054348039
6,0,0.815,0.5228751585990294
6,6,0.815,0.5283503623588511
8,8,0.815,0.5193099545353678
5,5,0.815,0.5083934186631015
0,0,0.815,0.5053489529150893
3,3,0.815,0.5078328064637848
7,7,0.815,0.5006706861827639
7,7,0.815,0.5244987629249328
7,7,0.815,0.5075646940459996
4,4,0.815,0.5086935947360316
5,9,0.815,0.518002011029615
3,6,0.815,0.4985730104928725
4,6,0.815,0.4942040322418519
1,1,0.815,0.494292279659115
0,0,0.815,0.48818131534722575
8,8,0.815,0.4963690939543305
9,9,0.815,0.484246319309572
7,7,0.815,0.48527966535151995
2,2,0.815,0.48948184234887165
4,4,0.815,0.4808168098873586
8,8,0.815,0.4770747585548474
7,7,0.815,0.47700512915399645
7,7,0.815,0.47902752099001433
3,3,0.815,0.48107904169561494
3,3,0.815,0.4780486736779375
9,9,0.815,0.47212232287826844
2,2,0.815,0.48188270166058234
2,2,0.815,0.48226474438570754
8,8,0.815,0.47457797569894117
4,2,0.815,0.4650067062402405
4,2,0.815,0.4629103351662897
8,8,0.815,0.4697317009821757
6,6,0.815,0.46223956409799727
7,7,0.815,0.463843252547371
5,5,0.815,0.46877909741685886
3,3,0.815,0.4641550350701235
1,1,0.815,0.4692170223918053
9,9,0.815,0.4647249988410637
1,1,0.815,0.45917289882804446
