test_labels,pred_labels,accuracy,loss_hist
1,1,0.815,19.853842228470313
0,6,0.815,1.9538082463292925
9,9,0.815,1.5115703238770424
1,1,0.815,1.3838301289834796
6,6,0.815,1.1990409105412012
6,6,0.815,1.1186735538981432
6,6,0.815,1.0716202180150185
6,0,0.815,1.01725385361788
8,8,0.815,0.9844007198900989
0,0,0.815,0.9585733594504563
0,2,0.815,0.9138737736625597
6,6,0.815,0.8861598886331902
9,9,0.815,0.8725656161753185
9,9,0.815,0.8478164334876855
8,8,0.815,0.8267033617073094
0,6,0.815,0.8322886023149692
9,9,0.815,0.8019612123004534
6,0,0.815,0.780923093756135
2,2,0.815,0.7933111174726097
3,3,0.815,0.7565795499070302
3,3,0.815,0.7503049041500935
3,3,0.815,0.7450807025471747
6,6,0.815,0.7417513652689003
7,7,0.815,0.7177851288283436
6,6,0.815,0.7113252585402282
1,1,0.815,0.6997944631889409
3,3,0.815,0.6955778892685823
2,2,0.815,0.7048834196967407
9,9,0.815,0.6830248551846719
2,4,0.815,0.673231714049609
6,6,0.815,0.6643683778728848
1,1,0.815,0.654471533172047
6,6,0.815,0.6705190567315887
3,3,0.815,0.6470212546634571
2,2,0.815,0.6523257479106599
5,5,0.815,0.6414282808503445
3,3,0.815,0.6330048083578081
0,0,0.815,0.6276940296172391
4,4,0.815,0.6268047450841033
3,3,0.815,0.6143849157259548
2,0,0.815,0.6197420332931597
1,1,0.815,0.6094515919215033
6,3,0.815,0.6044882318467105
3,3,0.815,0.6014943279811541
8,8,0.815,0.6063956860447083
7,7,0.815,0.5991042759414622
3,3,0.815,0.5841754130526444
1,1,0.815,0.5819130998403739
4,4,0.815,0.5860052424517652
9,9,0.815,0.5737044633182076
6,6,0.815,0.5726976962254084
5,5,0.815,0.5677952121113843
9,9,0.815,0.5611009481257087
0,0,0.815,0.56906739498156
0,6,0.815,0.5834534832384088
0,0,0.815,0.5589567959454594
7,7,0.815,0.5587918652426814
8,8,0.815,0.5480898176556963
7,7,0.815,0.5507426223172041
5,5,0.815,0.5476579125344242
5,7,0.815,0.5455077393395313
2,2,0.815,0.5377796815841636
4,4,0.815,0.5326897621461264
7,7,0.815,0.541045004720483
1,1,0.815,0.5337048396235442
7,7,0.815,0.5266010901066664
0,0,0.815,0.5291737498640126
6,0,0.815,0.5237731424310956
6,6,0.815,0.5287372559454532
8,8,0.815,0.5217446848525795
5,5,0.815,0.5185362419839814
0,0,0.815,0.51631954392862
3,3,0.815,0.5171646284002798
7,7,0.815,0.5117356099957595
7,7,0.815,0.5091969603153431
7,7,0.815,0.508921581979696
4,4,0.815,0.5047879588690872
5,7,0.815,0.5026805826850096
3,6,0.815,0.5009309456748219
4,6,0.815,0.4973145208821972
1,1,0.815,0.5010687023762099
0,0,0.815,0.5036686176802739
8,8,0.815,0.5124775299962264
9,9,0.815,0.4957704505736115
7,7,0.815,0.4913177785067636
2,4,0.815,0.4930569378082713
4,4,0.815,0.49215787238667486
8,8,0.815,0.4830429915407959
7,7,0.815,0.48490657844791335
7,7,0.815,0.4802895994980222
3,3,0.815,0.4831198510493706
3,3,0.815,0.478682283302806
9,9,0.815,0.4935334693745009
2,2,0.815,0.4753883966086664
2,2,0.815,0.4849983876962334
8,8,0.815,0.47779530591160074
4,2,0.815,0.47309680831477785
4,2,0.815,0.47498873590595436
8,8,0.815,0.46853510516453867
6,6,0.815,0.4801597154978322
7,7,0.815,0.47122096565087673
5,5,0.815,0.46394712660166293
3,3,0.815,0.4793861786784022
1,1,0.815,0.4683475260451595
9,9,0.815,0.46314761514545044
1,1,0.815,0.459391293876757
8,8,0.815,0.46291355839958953
6,6,0.815,0.46591901268826974
6,6,0.815,0.45691681315540805
6,6,0.815,0.46292617349796605
7,7,0.815,0.45803989936427814
0,0,0.815,0.4575525469631809
5,5,0.815,0.4570872689006149
3,4,0.815,0.45485650527919697
7,7,0.815,0.45380145025872437
6,6,0.815,0.44870879099673644
8,8,0.815,0.45175244704569006
8,0,0.815,0.4481397461181569
9,9,0.815,0.4488265422875285
5,0,0.815,0.4433602713885033
5,5,0.815,0.4446652929234527
9,9,0.815,0.44724664716440204
4,4,0.815,0.44532397519162165
8,8,0.815,0.4422999281685153
3,6,0.815,0.44770748447868813
4,4,0.815,0.4383786968809587
4,6,0.815,0.43888970945015077
7,7,0.815,0.44095996552609534
0,6,0.815,0.43699549190798476
1,1,0.815,0.4479581307305064
8,8,0.815,0.438563744646269
2,2,0.815,0.43603655253872126
1,1,0.815,0.43374089844760627
5,5,0.815,0.4336297617988656
0,3,0.815,0.43771769675726807
8,6,0.815,0.4333278320977656
5,5,0.815,0.432615678870499
5,5,0.815,0.430953738242095
5,5,0.815,0.4332325247337143
8,8,0.815,0.44055081754831155
1,1,0.815,0.4319038808383826
4,4,0.815,0.4367179973563205
5,5,0.815,0.43199361676411013
6,6,0.815,0.43423262870110846
9,9,0.815,0.42318534123062723
8,8,0.815,0.4289679494864238
8,8,0.815,0.4332052004956036
7,7,0.815,0.42878947172947846
5,7,0.815,0.42295045728258424
3,3,0.815,0.4206363221765294
7,7,0.815,0.4196704054422059
8,8,0.815,0.42467492306930116
6,6,0.815,0.42355701297353704
6,6,0.815,0.4197050708981256
6,4,0.815,0.415831244069717
8,8,0.815,0.4170631221657819
1,1,0.815,0.41523901035520167
6,6,0.815,0.41932080197380495
0,0,0.815,0.4206649876791861
1,1,0.815,0.4186073746376342
4,4,0.815,0.41228663991436076
