test_labels,pred_labels,accuracy,loss_hist
1,1,0.801,21.97979289711477
0,6,0.801,2.287649063789116
9,9,0.801,1.8125587074970038
1,1,0.801,1.6195415771202601
6,6,0.801,1.4768854169250742
6,6,0.801,1.3990813035898386
6,0,0.801,1.3107504431674561
6,6,0.801,1.246143510275363
8,8,0.801,1.2008755707509486
0,0,0.801,1.146817811033593
0,4,0.801,1.1112408771227895
6,4,0.801,1.0745914920700208
9,9,0.801,1.0592321609637017
9,9,0.801,1.0153961570208974
8,8,0.801,1.006882107900445
0,6,0.801,0.9835932750108319
9,9,0.801,0.9543640057743301
6,0,0.801,0.9398515626155295
2,2,0.801,0.9140206008940809
3,3,0.801,0.9006836600929987
3,3,0.801,0.8894343283457651
3,3,0.801,0.8672512678613785
6,4,0.801,0.8685574122487528
7,7,0.801,0.8438445752122948
6,0,0.801,0.8327222040999579
1,1,0.801,0.8228065722131626
3,3,0.801,0.8113375942709146
2,2,0.801,0.8002069810731892
9,9,0.801,0.7896152768361144
2,4,0.801,0.7757896082000754
6,6,0.801,0.7687799939226106
1,1,0.801,0.7598688441753174
6,1,0.801,0.7543214818007985
3,3,0.801,0.7564681892809956
2,4,0.801,0.747465839020861
5,9,0.801,0.7273204116868957
3,3,0.801,0.7327235336213952
0,0,0.801,0.7161378316926506
4,4,0.801,0.7195884870543239
3,2,0.801,0.7044990382049643
2,2,0.801,0.6971308121811077
1,1,0.801,0.7025342605734654
6,6,0.801,0.6891316739623158
3,3,0.801,0.6756587450531767
8,8,0.801,0.6712205195843349
7,7,0.801,0.6708332173377616
3,3,0.801,0.6613517286120355
1,1,0.801,0.6545120610512078
4,4,0.801,0.6484788284871613
9,9,0.801,0.6451281451131319
6,6,0.801,0.6468375615605677
5,5,0.801,0.6429552635090869
9,9,0.801,0.6327362935947057
0,0,0.801,0.637247329960403
0,6,0.801,0.6332741742293737
0,0,0.801,0.6214839613058749
7,7,0.801,0.6287163062757192
8,8,0.801,0.6184601604838662
7,7,0.801,0.6110561320105437
5,5,0.801,0.6065016298134394
5,7,0.801,0.6009134560672199
2,2,0.801,0.6018090945043645
4,4,0.801,0.5965273803415956
7,7,0.801,0.5913311209840277
1,1,0.801,0.5861157462228639
7,7,0.801,0.5854838466154076
0,0,0.801,0.5794003933182973
6,0,0.801,0.5812342272640332
6,6,0.801,0.5908276050174532
8,8,0.801,0.5746907483697088
5,5,0.801,0.5774149212426137
0,0,0.801,0.5714995136723209
3,3,0.801,0.5645048490633875
7,7,0.801,0.5617752674800167
7,5,0.801,0.55937324140379
7,7,0.801,0.5557734640692019
4,4,0.801,0.5606090019583048
5,9,0.801,0.5710848250636313
3,6,0.801,0.5588297855021924
4,4,0.801,0.5417735440745904
1,1,0.801,0.5416187521216093
0,0,0.801,0.5396193218702322
8,8,0.801,0.5391688073589382
9,9,0.801,0.5400776951104823
7,7,0.801,0.5343806849056659
2,2,0.801,0.528992552145731
4,4,0.801,0.5272547775474875
8,8,0.801,0.5313245041867767
7,7,0.801,0.5215376300417275
7,7,0.801,0.520693470356953
3,3,0.801,0.5213085584908222
3,3,0.801,0.5185392630997108
9,9,0.801,0.5406315861803931
2,2,0.801,0.5185219804539569
2,2,0.801,0.5141232314800704
8,8,0.801,0.509884978984554
4,2,0.801,0.5054684480637227
4,6,0.801,0.5271463336648297
8,8,0.801,0.5008825906907935
6,0,0.801,0.5047431889813477
