test_labels,pred_labels,accuracy,loss_hist
1,1,0.817,17.59615432109134
0,0,0.817,1.9346548211721386
9,9,0.817,1.5320827553418126
1,1,0.817,1.3553895161252802
6,6,0.817,1.2383072762819325
6,6,0.817,1.1552800515270374
6,6,0.817,1.092462282762261
6,0,0.817,1.0415865944519567
8,8,0.817,1.0103545566705965
0,0,0.817,0.9819996790009888
0,2,0.817,0.9381501269971285
6,6,0.817,0.9182074940527533
9,9,0.817,0.8891315984145733
9,9,0.817,0.8782680962400601
8,8,0.817,0.8462576119884749
0,0,0.817,0.8503568910654047
9,9,0.817,0.8073011271404377
6,0,0.817,0.8067890868777008
2,2,0.817,0.7830164955306463
3,3,0.817,0.7709253568783492
3,3,0.817,0.7597549278531736
3,3,0.817,0.7558134811494371
6,4,0.817,0.7414280942294894
7,7,0.817,0.7276506138872325
6,6,0.817,0.72790283239316
1,1,0.817,0.7047499608642028
3,3,0.817,0.7045054714541916
2,2,0.817,0.6849999403768263
9,9,0.817,0.6781736264430677
2,4,0.817,0.6788803846339811
6,2,0.817,0.6666066596097676
1,1,0.817,0.6552539817337921
6,0,0.817,0.6540492197731459
3,3,0.817,0.6422500988874008
2,2,0.817,0.6414882315859323
5,5,0.817,0.6371249877288035
3,3,0.817,0.6262983833889152
0,0,0.817,0.624764973356142
4,4,0.817,0.62607566293027
3,2,0.817,0.622508501250747
2,2,0.817,0.6196930372809554
1,1,0.817,0.5994804201119953
6,2,0.817,0.5993701210468235
3,3,0.817,0.591688558380987
8,8,0.817,0.5947507020567993
7,7,0.817,0.5850409122969857
3,3,0.817,0.5782742442414706
1,1,0.817,0.5822051959792638
4,4,0.817,0.5711259260334244
9,9,0.817,0.57725354996138
6,4,0.817,0.5620905893075715
5,5,0.817,0.5605571708546185
9,9,0.817,0.5717613824089438
0,0,0.817,0.556898308837155
0,6,0.817,0.5561823033948317
0,0,0.817,0.5534290054041998
7,7,0.817,0.5514652809722089
8,8,0.817,0.5442891372541104
7,7,0.817,0.5480640004921977
5,5,0.817,0.5468554286693621
5,5,0.817,0.5322811076000761
2,2,0.817,0.5331977206433814
4,4,0.817,0.5418319489424938
7,7,0.817,0.5271301146369699
1,1,0.817,0.520030420321922
7,7,0.817,0.5241414918956832
0,0,0.817,0.5222096656698499
6,0,0.817,0.5256444980635601
6,6,0.817,0.5130933690025813
8,8,0.817,0.5138871330283874
5,5,0.817,0.5133905775437956
0,0,0.817,0.5345774640990261
3,3,0.817,0.5105638409754615
7,7,0.817,0.5063682388438019
7,7,0.817,0.49942187526545917
7,7,0.817,0.49726821934299104
4,4,0.817,0.49990267377258557
5,9,0.817,0.49526333268768863
3,6,0.817,0.4986793803247096
4,4,0.817,0.4953532951988991
1,1,0.817,0.4884770729730377
0,2,0.817,0.4952778214263542
8,8,0.817,0.4912974156231949
9,9,0.817,0.48116032904515305
7,7,0.817,0.48191694786490036
2,2,0.817,0.48907400341375007
4,4,0.817,0.47820676014433494
8,8,0.817,0.4792940199927709
7,7,0.817,0.4749365952558739
7,7,0.817,0.47470260343648235
3,3,0.817,0.4742548928960942
3,3,0.817,0.47389343787314087
9,9,0.817,0.472181434852542
2,2,0.817,0.4720109270402786
2,2,0.817,0.46990803042857465
8,8,0.817,0.4654925166302666
4,2,0.817,0.4679052508729648
4,2,0.817,0.4726616823146921
8,8,0.817,0.462159363365382
6,6,0.817,0.4650339025144629
7,7,0.817,0.4634786891752899
5,5,0.817,0.4608143035703349
3,3,0.817,0.45985683165529795
1,1,0.817,0.4605713783285499
9,9,0.817,0.46089243970530613
1,1,0.817,0.472375380566057
8,8,0.817,0.4532729862793753
6,6,0.817,0.4542552650931825
6,6,0.817,0.46128585718105397
6,6,0.817,0.45340168175968304
7,7,0.817,0.4518759768739525
0,0,0.817,0.448117644632807
5,5,0.817,0.4475670620901465
3,4,0.817,0.44296090711750047
7,7,0.817,0.4487844860994673
6,6,0.817,0.4439287996144266
8,8,0.817,0.44386421678957316
8,8,0.817,0.4535111744976125
9,9,0.817,0.44574805248193117
5,9,0.817,0.44551289350447915
5,5,0.817,0.4476850472043604
9,9,0.817,0.4496972852429492
4,4,0.817,0.4410736792855633
8,8,0.817,0.43664718079925513
3,6,0.817,0.4382579680506949
4,4,0.817,0.4339648139595206
4,4,0.817,0.43868267999947086
7,7,0.817,0.46470732832398887
0,0,0.817,0.4320905635656361
1,1,0.817,0.4308971521463377
8,8,0.817,0.4351856065608434
2,2,0.817,0.4365195786998093
1,1,0.817,0.4384494493590593
5,5,0.817,0.4364610704853387
0,3,0.817,0.42773052548561896
8,8,0.817,0.4275536611561399
5,5,0.817,0.4304780950305603
5,5,0.817,0.42593662583861236
5,5,0.817,0.4321272253032162
8,8,0.817,0.43074191960430036
1,1,0.817,0.42281108977678494
4,4,0.817,0.4225642421262638
5,5,0.817,0.42471481203374195
6,6,0.817,0.42171362847951493
9,9,0.817,0.4229257056328919
8,8,0.817,0.4188506331010988
8,8,0.817,0.42425339162994824
7,7,0.817,0.42048101790767445
5,7,0.817,0.4212952575914665
3,0,0.817,0.42391240840187394
7,7,0.817,0.414316284381634
8,8,0.817,0.41512335686397467
6,6,0.817,0.4483248571586632
6,6,0.817,0.42058880950815003
6,8,0.817,0.42106113591821
8,8,0.817,0.41232597507139496
1,1,0.817,0.4121504647967589
6,6,0.817,0.4324669723401072
0,0,0.817,0.42056899001108433
1,1,0.817,0.41817390778325625
4,4,0.817,0.41386469422308014
7,9,0.817,0.42227786490337593
6,3,0.817,0.4081513080734231
1,1,0.817,0.41045755890777946
8,8,0.817,0.4069876194417284
1,1,0.817,0.4056628437731508
2,2,0.817,0.414131657360335
9,9,0.817,0.40635292185912864
4,4,0.817,0.40442652419601666
2,0,0.817,0.4060346586444344
2,2,0.817,0.4033621957261679
7,7,0.817,0.40493019589927376
5,5,0.817,0.40897579401763623
7,7,0.817,0.406051949498305
6,6,0.817,0.4075373871051986
6,3,0.817,0.4119898673121377
9,9,0.817,0.4014607792697344
1,1,0.817,0.40396909731975217
6,8,0.817,0.39964421704548203
9,9,0.817,0.3977788388084811
7,7,0.817,0.40917132647819676
6,2,0.817,0.4026027281947221
7,7,0.817,0.3972596227623631
0,0,0.817,0.4069755970030494
8,8,0.817,0.39616644466464873
2,2,0.817,0.3968558301873685
3,3,0.817,0.399841234570383
4,2,0.817,0.3987297099444006
1,1,0.817,0.39865490549424126
1,1,0.817,0.40361487393664
2,2,0.817,0.4000143138400812
0,0,0.817,0.40311977363067075
2,2,0.817,0.3958897319385457
9,5,0.817,0.3944473979395682
0,0,0.817,0.396882168350276
4,4,0.817,0.39490830027605067
4,4,0.817,0.39283474642528077
2,2,0.817,0.39419642263054777
8,8,0.817,0.39021318405254884
6,4,0.817,0.3973953573717108
6,6,0.817,0.3990576368904081
0,6,0.817,0.3904682108180871
7,7,0.817,0.38902611372058626
1,1,0.817,0.39174208097547064
6,6,0.817,0.3928522702590549
4,2,0.817,0.391196658984245
4,4,0.817,0.3945372325350697
0,0,0.817,0.39598683693869136
1,1,0.817,0.38941588639812946
9,9,0.817,0.3938956581542614
6,2,0.817,0.3982882535071499
4,4,0.817,0.39075022550436994
9,9,0.817,0.38725579814273164
9,9,0.817,0.38752251520671016
3,3,0.817,0.3946095105723411
1,1,0.817,0.39045870640083885
9,9,0.817,0.40572608420718725
4,4,0.817,0.3871195729710493
5,5,0.817,0.3912575654749247
3,3,0.817,0.38729625075456525
0,0,0.817,0.38478385958137096
0,0,0.817,0.38333559918552224
8,8,0.817,0.38342537446051106
8,8,0.817,0.38128287665214433
8,8,0.817,0.39145815498295816
2,2,0.817,0.4004861070108524
7,7,0.817,0.38767598539484144
5,5,0.817,0.38497024397115615
0,0,0.817,0.3936838340368317
0,0,0.817,0.38218325499666933
9,9,0.817,0.3918668656407444
2,4,0.817,0.3829127891409976
3,6,0.817,0.38234950518818406
6,0,0.817,0.3852379567775519
0,0,0.817,0.3907336188351281
4,4,0.817,0.38062193069439976
3,3,0.817,0.38248359365940543
7,7,0.817,0.38842066312613927
7,7,0.817,0.37789093338072166
1,1,0.817,0.38434023276773194
1,1,0.817,0.3815402591247937
6,2,0.817,0.3819837042824071
3,3,0.817,0.37939911620663663
2,2,0.817,0.37841143797176213
9,9,0.817,0.37845149706606057
7,7,0.817,0.37739093081996505
7,7,0.817,0.38245634801289063
5,5,0.817,0.3765008796396179
6,0,0.817,0.3742698212549083
8,8,0.817,0.37644328534553223
8,8,0.817,0.3751199739590283
6,2,0.817,0.3782990761787007
0,0,0.817,0.3735953901029043
4,4,0.817,0.37821822952536943
2,4,0.817,0.3749789576048801
2,2,0.817,0.37402944212853934
8,8,0.817,0.3762799008435618
5,5,0.817,0.3733565675668065
7,7,0.817,0.3933771546996371
9,7,0.817,0.38181279444646293
6,6,0.817,0.3821902132208615
7,7,0.817,0.37778796851713015
2,2,0.817,0.3712481426642883
5,5,0.817,0.3783791875418699
4,6,0.817,0.37027584346599257
8,8,0.817,0.37150532096905403
1,1,0.817,0.3684911012675417
7,7,0.817,0.37679039112140844
1,1,0.817,0.3707262056550457
5,5,0.817,0.37803313690526635
6,6,0.817,0.37012975069448234
9,7,0.817,0.3739412187756924
5,5,0.817,0.38054601485145273
2,2,0.817,0.36910730406477477
1,1,0.817,0.3679097670879924
8,8,0.817,0.36703439267164245
1,1,0.817,0.3671108666453725
2,4,0.817,0.3746210504166992
3,6,0.817,0.3747827421522259
4,2,0.817,0.37062402068386185
8,8,0.817,0.3784631105289858
4,4,0.817,0.3721566792215806
0,0,0.817,0.37016139900120715
