test_labels,pred_labels,accuracy,loss_hist
1,1,0.8095,22.494102761129923
0,0,0.8095,1.2311556577057723
9,9,0.8095,1.3058045382695957
1,1,0.8095,0.8582873152831504
6,6,0.8095,0.806312106816026
6,6,0.8095,0.7665320858927616
6,6,0.8095,0.8198024142750769
6,0,0.8095,0.667847900377286
8,8,0.8095,0.6491649107263545
0,0,0.8095,0.6832056401187833
0,4,0.8095,0.6034534604314143
6,4,0.8095,0.7170592834202754
9,9,0.8095,0.6329366273145036
9,9,0.8095,0.5615386656811721
8,8,0.8095,0.5364929141199747
0,0,0.8095,0.5795822940952546
9,9,0.8095,0.5848374124271155
6,0,0.8095,0.5279008368144349
2,2,0.8095,0.508198238531591
3,3,0.8095,0.49933058786104534
3,3,0.8095,0.5065676080928326
3,3,0.8095,0.5298584851282029
6,4,0.8095,0.4853470555612775
7,7,0.8095,0.48385365072237274
6,0,0.8095,0.5099053189286346
1,1,0.8095,0.4754377770187467
3,3,0.8095,0.46632146710988687
2,2,0.8095,0.45180988565050323
9,9,0.8095,0.48593247113594684
2,4,0.8095,0.4892697114327567
6,6,0.8095,0.4734772284084122
1,1,0.8095,0.478057475322404
6,6,0.8095,0.5044409731574021
3,3,0.8095,0.5986808201980643
2,2,0.8095,0.43998048749540963
5,5,0.8095,0.4394465695447432
3,3,0.8095,0.42447620185531243
0,0,0.8095,0.4290667360986897
4,4,0.8095,0.40978380288698524
3,2,0.8095,0.41857024881631205
2,0,0.8095,0.4657286723993538
1,1,0.8095,0.5159632376653209
6,2,0.8095,0.472089309124679
3,3,0.8095,0.44954020893333874
8,8,0.8095,0.4844882635336179
7,7,0.8095,0.461643887170395
3,3,0.8095,0.483614520547518
1,1,0.8095,0.3945722553561436
4,4,0.8095,0.40184098287215747
9,9,0.8095,0.4110488270621491
6,4,0.8095,0.41828209365461017
5,5,0.8095,0.45852408613229595
9,9,0.8095,0.4189543792450954
0,0,0.8095,0.43942059042636905
0,6,0.8095,0.4322171788441856
0,0,0.8095,0.4345789337321881
7,7,0.8095,0.43597158800446667
8,8,0.8095,0.43522391474833705
7,7,0.8095,0.39009106071116917
5,5,0.8095,0.38400989524643303
5,7,0.8095,0.40299864025913823
2,2,0.8095,0.49873487467488475
4,4,0.8095,0.3848959891910615
7,7,0.8095,0.39305701602797005
1,1,0.8095,0.3837775856489221
7,5,0.8095,0.5523352537739269
0,0,0.8095,0.49892291548518614
6,0,0.8095,0.3948659950024458
6,6,0.8095,0.3781588148909715
8,8,0.8095,0.38750240668095964
5,5,0.8095,0.3917628538155866
0,0,0.8095,0.38251961041528293
3,3,0.8095,0.41126693018267874
7,7,0.8095,0.5172490942900375
7,7,0.8095,0.4235449622417492
7,7,0.8095,0.3925236433404206
4,4,0.8095,0.46089638548049056
5,7,0.8095,0.39367853612327625
3,6,0.8095,0.382550129191911
4,4,0.8095,0.3695409504849869
1,1,0.8095,0.4663407244497476
0,2,0.8095,0.4040761233556751
8,8,0.8095,0.37320135758150647
9,9,0.8095,0.36892000222935023
7,9,0.8095,0.42619940316474586
2,4,0.8095,0.392874364060675
4,4,0.8095,0.3630025820810799
8,8,0.8095,0.41958428949733
7,7,0.8095,0.4342207433096269
7,7,0.8095,0.4908538783119189
