test_labels,pred_labels,accuracy,loss_hist
1,1,0.8145,12.498841609847826
0,0,0.8145,1.160267638209948
9,9,0.8145,0.9983269780323705
1,1,0.8145,0.8668627764227906
6,6,0.8145,0.7805206149558903
6,6,0.8145,0.7292086584886451
6,6,0.8145,0.6763028508641541
6,0,0.8145,0.7715581825843884
8,8,0.8145,0.6488588512179636
0,0,0.8145,0.7005294290170301
0,4,0.8145,0.6260512984910575
6,6,0.8145,0.5928831799225225
9,9,0.8145,0.5818231390999725
9,9,0.8145,0.6304060178948033
8,8,0.8145,0.6035392240452025
0,0,0.8145,0.6487989760824183
9,9,0.8145,0.5721577965305651
6,0,0.8145,0.4966944726363259
2,2,0.8145,0.5000710471072133
3,3,0.8145,0.4953919722936121
3,3,0.8145,0.5197598977979795
3,3,0.8145,0.5042550703824802
6,6,0.8145,0.48505405220631553
7,7,0.8145,0.48185960892750096
6,6,0.8145,0.5486656920740569
1,1,0.8145,0.5330703092859174
3,3,0.8145,0.4639616372664369
2,2,0.8145,0.4590342763636813
9,9,0.8145,0.4480110730768551
2,4,0.8145,0.5227804054617831
6,6,0.8145,0.44437533694431247
1,1,0.8145,0.4734719664910043
6,0,0.8145,0.49301421523661226
3,3,0.8145,0.4515382356076595
2,2,0.8145,0.4476532962033759
5,5,0.8145,0.44204827749123216
3,3,0.8145,0.487803665119333
0,0,0.8145,0.542448731095861
4,4,0.8145,0.44524253935023905
3,2,0.8145,0.42509448601760014
2,0,0.8145,0.45048217264536083
1,1,0.8145,0.4260417901528108
6,6,0.8145,0.43931426606686497
3,3,0.8145,0.39655541979844566
8,8,0.8145,0.4059943409007284
7,7,0.8145,0.4383729168238965
3,3,0.8145,0.40651997004997215
1,1,0.8145,0.39530423680866517
4,4,0.8145,0.41377075103588157
9,9,0.8145,0.6716166637353398
6,4,0.8145,0.4919758516737463
5,5,0.8145,0.4441700509777263
9,9,0.8145,0.4285561097707493
0,0,0.8145,0.3927779403788028
0,6,0.8145,0.563822966892841
0,0,0.8145,0.3946037648354918
7,7,0.8145,0.5067413647002962
8,8,0.8145,0.3987575632399887
7,7,0.8145,0.38401222292632253
5,5,0.8145,0.41788018594690335
5,7,0.8145,0.42836261277265547
2,2,0.8145,0.4036264961798694
4,4,0.8145,0.38726545271322854
7,7,0.8145,0.4151849628341486
1,1,0.8145,0.399443659709317
7,7,0.8145,0.4317278909562626
0,0,0.8145,0.4333946262623513
6,0,0.8145,0.3832735201207833
6,6,0.8145,0.4118895298561169
8,8,0.8145,0.4023577421093193
5,5,0.8145,0.40361989688007444
0,0,0.8145,0.4067332225226341
3,3,0.8145,0.39495472171203927
7,7,0.8145,0.46369791229337837
7,7,0.8145,0.39413108853432954
7,7,0.8145,0.3687214261307256
4,4,0.8145,0.43820727216808264
5,7,0.8145,0.4471501049894188
3,6,0.8145,0.3908846276577837
4,4,0.8145,0.40522803413255837
1,1,0.8145,0.39849538604552714
0,0,0.8145,0.3684408154616425
8,8,0.8145,0.4170988815726113
9,9,0.8145,0.4763782988984106
7,9,0.8145,0.40806750618389176
2,4,0.8145,0.3717527044163899
4,4,0.8145,0.36842070223817003
8,8,0.8145,0.38542072587372944
7,7,0.8145,0.36170553765362784
7,7,0.8145,0.39086178695350154
3,3,0.8145,0.4183814725304264
3,3,0.8145,0.3823714374363244
9,9,0.8145,0.3756123115841575
2,2,0.8145,0.36296423939355044
2,2,0.8145,0.4512833623761979
8,8,0.8145,0.38528148211210017
4,4,0.8145,0.35357937929510846
4,2,0.8145,0.376131734456726
8,8,0.8145,0.3601906581293274
6,6,0.8145,0.40856317271566756
7,7,0.8145,0.39490421567448203
5,5,0.8145,0.4082112626645097
3,3,0.8145,0.6444724149564498
