test_labels,pred_labels,accuracy,loss_hist
1,1,0.8145,15.892959580661767
0,0,0.8145,1.2404859782654145
9,9,0.8145,0.9381543248434951
1,1,0.8145,0.9734750799097145
6,6,0.8145,0.8397070066497757
6,6,0.8145,0.8033885891338703
6,0,0.8145,0.7277045763209393
6,0,0.8145,0.8171476296499228
8,8,0.8145,0.6868657445487636
0,0,0.8145,0.7542681715888458
0,4,0.8145,0.6108792523764589
6,4,0.8145,0.5918662288862508
9,9,0.8145,0.6388119616936264
9,9,0.8145,0.5840351018520016
8,8,0.8145,0.5837006207336981
0,0,0.8145,0.533673495754613
9,9,0.8145,0.5190474478031611
6,0,0.8145,0.6182012111902925
2,0,0.8145,0.5293216195543217
3,3,0.8145,0.5683339820650367
3,3,0.8145,0.6346550651543789
3,3,0.8145,0.49335292130209085
6,4,0.8145,0.4890642611837229
7,7,0.8145,0.48704428173318837
6,0,0.8145,0.5367900187819213
1,1,0.8145,0.4805562082855799
3,3,0.8145,0.548832320109932
2,2,0.8145,0.5041825757966208
9,9,0.8145,0.5063610576287805
2,4,0.8145,0.4814481034330632
6,6,0.8145,0.47199437562753876
1,1,0.8145,0.4478048191130284
6,6,0.8145,0.44059088948465286
3,3,0.8145,0.4489635970962822
2,2,0.8145,0.4297394919685802
5,5,0.8145,0.4308216751404473
3,3,0.8145,0.44608269616929447
0,0,0.8145,0.4879071135345681
4,4,0.8145,0.404934215990593
3,2,0.8145,0.5703972050695681
2,0,0.8145,0.421213873702638
1,1,0.8145,0.5117755270840587
6,6,0.8145,0.451758945861733
3,3,0.8145,0.44112308955309015
8,8,0.8145,0.4306399329636034
7,7,0.8145,0.4358852902459526
3,3,0.8145,0.40227392438109405
1,1,0.8145,0.41861124808379974
4,4,0.8145,0.44896217544980777
9,9,0.8145,0.43750845803315824
6,4,0.8145,0.4081390549693749
5,5,0.8145,
9,9,0.8145,
0,0,0.8145,
0,6,0.8145,
0,0,0.8145,
7,7,0.8145,
8,8,0.8145,
7,7,0.8145,
5,5,0.8145,
5,5,0.8145,
2,2,0.8145,
4,4,0.8145,
7,7,0.8145,
1,1,0.8145,
7,7,0.8145,
0,0,0.8145,
6,0,0.8145,
6,6,0.8145,
8,8,0.8145,
5,5,0.8145,
0,0,0.8145,
3,3,0.8145,
7,7,0.8145,
7,7,0.8145,
7,7,0.8145,
4,4,0.8145,
5,9,0.8145,
3,6,0.8145,
4,4,0.8145,
1,1,0.8145,
0,0,0.8145,
8,8,0.8145,
9,9,0.8145,
7,7,0.8145,
2,4,0.8145,
4,4,0.8145,
8,8,0.8145,
7,7,0.8145,
7,7,0.8145,
3,3,0.8145,
3,3,0.8145,
9,9,0.8145,
2,2,0.8145,
2,2,0.8145,
8,8,0.8145,
4,4,0.8145,
4,2,0.8145,
8,8,0.8145,
6,6,0.8145,
7,7,0.8145,
5,5,0.8145,
3,3,0.8145,
1,1,0.8145,
9,9,0.8145,
1,1,0.8145,
8,8,0.8145,
6,6,0.8145,
6,6,0.8145,
6,6,0.8145,
7,7,0.8145,
0,0,0.8145,
5,5,0.8145,
3,4,0.8145,
7,7,0.8145,
6,6,0.8145,
8,8,0.8145,
8,0,0.8145,
9,9,0.8145,
5,9,0.8145,
5,5,0.8145,
9,9,0.8145,
4,4,0.8145,
8,4,0.8145,
3,6,0.8145,
4,4,0.8145,
4,4,0.8145,
7,7,0.8145,
0,0,0.8145,
1,1,0.8145,
8,8,0.8145,
2,2,0.8145,
1,1,0.8145,
5,5,0.8145,
0,3,0.8145,
8,8,0.8145,
5,5,0.8145,
5,5,0.8145,
5,5,0.8145,
8,8,0.8145,
1,1,0.8145,
4,4,0.8145,
5,5,0.8145,
6,6,0.8145,
9,9,0.8145,
8,8,0.8145,
8,8,0.8145,
7,7,0.8145,
5,5,0.8145,
3,3,0.8145,
7,7,0.8145,
8,8,0.8145,
6,6,0.8145,
6,4,0.8145,
6,4,0.8145,
8,8,0.8145,
1,1,0.8145,
6,0,0.8145,
0,0,0.8145,
1,1,0.8145,
4,4,0.8145,
7,7,0.8145,
6,0,0.8145,
1,1,0.8145,
8,8,0.8145,
1,1,0.8145,
2,2,0.8145,
9,9,0.8145,
4,4,0.8145,
2,3,0.8145,
2,2,0.8145,
7,7,0.8145,
5,5,0.8145,
7,5,0.8145,
6,6,0.8145,
6,6,0.8145,
9,9,0.8145,
1,1,0.8145,
6,6,0.8145,
9,9,0.8145,
7,7,0.8145,
6,2,0.8145,
7,7,0.8145,
0,0,0.8145,
8,8,0.8145,
2,2,0.8145,
3,3,0.8145,
4,4,0.8145,
1,1,0.8145,
1,1,0.8145,
2,2,0.8145,
0,0,0.8145,
2,2,0.8145,
9,5,0.8145,
0,0,0.8145,
4,4,0.8145,
4,4,0.8145,
2,2,0.8145,
8,8,0.8145,
6,4,0.8145,
6,6,0.8145,
0,0,0.8145,
7,7,0.8145,
1,1,0.8145,
6,6,0.8145,
4,4,0.8145,
4,4,0.8145,
0,0,0.8145,
1,1,0.8145,
9,9,0.8145,
6,2,0.8145,
4,4,0.8145,
9,9,0.8145,
9,9,0.8145,
3,3,0.8145,
1,1,0.8145,
9,9,0.8145,
4,4,0.8145,
5,5,0.8145,
3,3,0.8145,
0,0,0.8145,
0,4,0.8145,
8,8,0.8145,
8,8,0.8145,
8,8,0.8145,
2,2,0.8145,
7,7,0.8145,
5,5,0.8145,
0,0,0.8145,
0,0,0.8145,
9,9,0.8145,
2,4,0.8145,
3,6,0.8145,
6,0,0.8145,
0,0,0.8145,
4,4,0.8145,
