test_labels,pred_labels,accuracy,loss_hist
1,1,0.8015,21.717769552194063
0,0,0.8015,1.2340055358010946
9,9,0.8015,0.9897401016645141
1,1,0.8015,0.8754142380883754
6,4,0.8015,0.795147145158818
6,4,0.8015,0.7513373407049533
6,6,0.8015,0.7783372160142225
6,0,0.8015,0.7652599126416973
8,8,0.8015,0.6677026323164978
0,0,0.8015,0.6418940230168497
0,4,0.8015,0.6293116840782991
6,4,0.8015,0.5708221762346977
9,9,0.8015,0.5869825703369118
9,9,0.8015,0.5589365632162338
8,8,0.8015,0.5568512816160648
0,0,0.8015,0.5811494912709524
9,9,0.8015,0.5321216488832916
6,0,0.8015,0.6261051884304684
2,2,0.8015,0.5288979451628961
3,3,0.8015,0.6215575330097964
3,4,0.8015,0.5916924339328665
3,3,0.8015,0.533039121041229
6,4,0.8015,0.47902479098089884
7,7,0.8015,0.4862233084490011
6,0,0.8015,0.5013283143723658
1,1,0.8015,0.45854277667367865
3,3,0.8015,0.5139277662085474
2,2,0.8015,0.6258095191692594
9,9,0.8015,0.473347711358335
2,4,0.8015,0.46607920940240755
6,2,0.8015,0.4778069609267101
1,1,0.8015,0.5107234314642435
6,0,0.8015,0.4810202322115645
3,3,0.8015,0.437621988002926
2,2,0.8015,0.659065914858374
5,5,0.8015,0.44790203611015034
3,3,0.8015,0.4524772096790396
0,0,0.8015,0.45351622584546075
4,4,0.8015,0.4129799111951699
3,2,0.8015,0.43907397957865335
2,2,0.8015,0.4404041720150022
1,1,0.8015,0.4341341652286194
6,2,0.8015,0.4127882259245877
3,3,0.8015,0.4256006131327743
8,8,0.8015,0.40568004029138255
7,7,0.8015,0.413145405263199
3,3,0.8015,0.46001097987887185
1,1,0.8015,0.40670736904846927
4,4,0.8015,0.42030667504385866
9,9,0.8015,0.40558994753127997
6,4,0.8015,0.43292199137066606
5,5,0.8015,0.4047571871715145
9,9,0.8015,0.47405954341245565
0,0,0.8015,0.41784629532735684
0,6,0.8015,0.4179427382645842
0,0,0.8015,0.4627431113660463
7,7,0.8015,0.4554874949195944
8,8,0.8015,0.4091093638285953
7,7,0.8015,0.4274156876633686
5,5,0.8015,0.4235640988726035
5,7,0.8015,0.39723704876202975
2,2,0.8015,0.5401144760817244
4,4,0.8015,0.45454160659821174
7,7,0.8015,0.4163739780200385
1,1,0.8015,0.38606587244526164
7,7,0.8015,0.4363117307239093
0,0,0.8015,0.38289326377372734
6,0,0.8015,0.47400195268163736
6,6,0.8015,0.4312124270023269
8,8,0.8015,0.3912027917116392
5,5,0.8015,0.3995069354035636
0,0,0.8015,0.4093687807599144
3,3,0.8015,0.3924246763505147
7,7,0.8015,0.3867027588760091
7,5,0.8015,0.4166798864666437
7,7,0.8015,0.4158948453943472
4,4,0.8015,0.365269091257958
5,7,0.8015,0.3794915334717436
3,6,0.8015,0.39713621845601
4,4,0.8015,0.3654880198409914
1,1,0.8015,0.41174488721968716
0,0,0.8015,0.4798548680426918
8,8,0.8015,0.4023480555800721
9,9,0.8015,0.40358477104293466
7,7,0.8015,0.3984309525500154
2,4,0.8015,0.45766710162653035
4,4,0.8015,0.44612357216708004
8,8,0.8015,0.36042566076787663
7,7,0.8015,0.3846562278182491
7,7,0.8015,0.3612648212862914
3,3,0.8015,0.3909361567911082
3,3,0.8015,0.3849031359887187
9,9,0.8015,0.38880057206709423
2,2,0.8015,0.3558603881738577
2,2,0.8015,0.4351077358335551
8,8,0.8015,0.4047659211799695
4,4,0.8015,0.3692035980241271
4,2,0.8015,0.36288832851786357
8,8,0.8015,0.4353678909599885
6,4,0.8015,0.41857991103433523
7,7,0.8015,0.4227330025978241
5,5,0.8015,
3,3,0.8015,
1,1,0.8015,
9,9,0.8015,
1,1,0.8015,
8,8,0.8015,
6,6,0.8015,
6,6,0.8015,
6,6,0.8015,
7,7,0.8015,
0,0,0.8015,
5,5,0.8015,
3,4,0.8015,
7,7,0.8015,
6,4,0.8015,
8,8,0.8015,
8,0,0.8015,
9,9,0.8015,
5,9,0.8015,
5,5,0.8015,
9,9,0.8015,
4,4,0.8015,
8,8,0.8015,
3,4,0.8015,
4,4,0.8015,
4,4,0.8015,
7,7,0.8015,
0,6,0.8015,
1,1,0.8015,
8,8,0.8015,
2,2,0.8015,
1,1,0.8015,
5,5,0.8015,
0,3,0.8015,
8,8,0.8015,
5,5,0.8015,
5,5,0.8015,
5,5,0.8015,
8,8,0.8015,
1,1,0.8015,
4,4,0.8015,
5,5,0.8015,
6,6,0.8015,
9,9,0.8015,
8,8,0.8015,
8,8,0.8015,
7,7,0.8015,
5,5,0.8015,
3,0,0.8015,
7,7,0.8015,
8,8,0.8015,
6,6,0.8015,
6,4,0.8015,
6,4,0.8015,
8,8,0.8015,
1,1,0.8015,
6,6,0.8015,
0,0,0.8015,
1,1,0.8015,
4,4,0.8015,
7,9,0.8015,
6,0,0.8015,
1,1,0.8015,
8,8,0.8015,
1,1,0.8015,
2,2,0.8015,
9,9,0.8015,
4,8,0.8015,
2,0,0.8015,
2,2,0.8015,
7,7,0.8015,
5,5,0.8015,
7,5,0.8015,
6,6,0.8015,
6,3,0.8015,
9,9,0.8015,
1,1,0.8015,
6,8,0.8015,
9,9,0.8015,
7,7,0.8015,
6,2,0.8015,
7,7,0.8015,
0,0,0.8015,
8,8,0.8015,
2,2,0.8015,
3,3,0.8015,
4,4,0.8015,
1,1,0.8015,
1,1,0.8015,
2,2,0.8015,
0,0,0.8015,
2,2,0.8015,
9,9,0.8015,
0,0,0.8015,
4,4,0.8015,
4,4,0.8015,
2,2,0.8015,
8,8,0.8015,
6,4,0.8015,
6,6,0.8015,
0,0,0.8015,
7,7,0.8015,
1,1,0.8015,
6,4,0.8015,
4,4,0.8015,
4,4,0.8015,
0,0,0.8015,
1,1,0.8015,
9,9,0.8015,
6,2,0.8015,
4,4,0.8015,
9,9,0.8015,
9,9,0.8015,
3,3,0.8015,
1,1,0.8015,
9,9,0.8015,
4,4,0.8015,
5,5,0.8015,
3,3,0.8015,
0,0,0.8015,
0,4,0.8015,
8,8,0.8015,
8,8,0.8015,
8,8,0.8015,
2,2,0.8015,
7,7,0.8015,
5,5,0.8015,
0,0,0.8015,
0,0,0.8015,
9,9,0.8015,
2,4,0.8015,
3,6,0.8015,
6,0,0.8015,
0,0,0.8015,
4,4,0.8015,
3,3,0.8015,
7,5,0.8015,
7,7,0.8015,
1,1,0.8015,
1,1,0.8015,
6,2,0.8015,
3,3,0.8015,
2,2,0.8015,
9,9,0.8015,
7,7,0.8015,
7,7,0.8015,
5,5,0.8015,
6,0,0.8015,
8,8,0.8015,
8,8,0.8015,
6,2,0.8015,
0,0,0.8015,
4,4,0.8015,
2,4,0.8015,
2,2,0.8015,
8,8,0.8015,
5,5,0.8015,
7,7,0.8015,
9,7,0.8015,
6,6,0.8015,
7,7,0.8015,
2,2,0.8015,
5,5,0.8015,
4,4,0.8015,
8,8,0.8015,
1,1,0.8015,
7,7,0.8015,
1,1,0.8015,
5,5,0.8015,
6,6,0.8015,
9,7,0.8015,
5,5,0.8015,
2,2,0.8015,
1,1,0.8015,
8,8,0.8015,
1,1,0.8015,
2,4,0.8015,
3,6,0.8015,
4,4,0.8015,
8,8,0.8015,
4,4,0.8015,
0,0,0.8015,
1,1,0.8015,
4,4,0.8015,
0,0,0.8015,
9,9,0.8015,
7,7,0.8015,
7,7,0.8015,
7,7,0.8015,
7,7,0.8015,
7,7,0.8015,
8,8,0.8015,
3,0,0.8015,
4,4,0.8015,
4,4,0.8015,
6,2,0.8015,
0,2,0.8015,
1,1,0.8015,
5,5,0.8015,
3,3,0.8015,
5,5,0.8015,
3,3,0.8015,
8,8,0.8015,
2,2,0.8015,
3,3,0.8015,
9,7,0.8015,
4,4,0.8015,
9,9,0.8015,
3,3,0.8015,
6,2,0.8015,
