test_labels,pred_labels,accuracy,loss_hist
1,1,0.819,29.53726160594215
0,0,0.819,1.2911553525156925
9,9,0.819,1.0044081377235081
1,1,0.819,0.8904993589385272
6,6,0.819,0.8237176626838486
6,6,0.819,0.7344933970381275
6,6,0.819,0.7064485123760409
6,0,0.819,0.6498540715116489
8,8,0.819,0.7003278496504405
0,0,0.819,0.7159230305177386
0,2,0.819,0.6154812160874511
6,4,0.819,0.6546027831076102
9,9,0.819,0.5898648058742741
9,9,0.819,0.549248493337322
8,8,0.819,0.6659817318034844
0,0,0.819,0.693806510091072
9,9,0.819,0.521307826574338
6,0,0.819,0.524802801067667
2,2,0.819,0.5202190902000876
3,3,0.819,0.49968593976392234
3,3,0.819,0.4847236057739819
3,3,0.819,0.4902513871889953
6,4,0.819,0.5099054086939098
7,7,0.819,0.5084926039469407
6,6,0.819,0.46553484871733125
1,1,0.819,0.573415158479226
3,3,0.819,0.46773809600812943
2,2,0.819,0.4357682610810646
9,9,0.819,0.4999278923374413
2,4,0.819,0.4656863677896112
6,6,0.819,0.4507591486209973
1,1,0.819,0.4333290605997628
6,0,0.819,0.46372842978326567
3,3,0.819,0.43725027276266837
2,2,0.819,0.5878452632922988
5,5,0.819,0.45127805527818143
3,3,0.819,0.5358531486534728
0,0,0.819,0.424797087167451
4,4,0.819,0.43188066488992655
3,2,0.819,0.4438423135634616
2,0,0.819,0.43942279782909704
1,1,0.819,0.43492359776515366
6,2,0.819,0.4792043960199089
3,3,0.819,0.4152982269878625
8,8,0.819,0.45112376089700895
7,7,0.819,0.4018426363070302
3,3,0.819,0.42571341442825483
1,1,0.819,0.44866768983785177
4,4,0.819,0.4187062044834465
9,9,0.819,0.4197060853126046
6,4,0.819,0.4775056775168957
5,5,0.819,0.4016647974456762
9,9,0.819,0.40486662277539276
0,0,0.819,0.45357886089726235
0,6,0.819,0.4831906233843637
0,0,0.819,0.439475783811613
7,7,0.819,0.3775345623969024
8,8,0.819,0.4470436953973287
7,7,0.819,0.3964888481487973
5,5,0.819,0.5165477107180404
5,7,0.819,0.40236965663045926
2,2,0.819,0.5041891613568559
4,4,0.819,0.4132400726997843
7,7,0.819,0.4429108031219739
1,1,0.819,0.38919094976242036
7,7,0.819,0.523232321025766
0,0,0.819,0.41354476454527556
6,0,0.819,0.3776585913095711
